Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Processed_Summary,Processed_Text,ROUGE-1 Precision,ROUGE-1 Recall,ROUGE-1 F1,ROUGE-2 Precision,ROUGE-2 Recall,ROUGE-2 F1,ROUGE-L Precision,ROUGE-L Recall,ROUGE-L F1
927,B000ER6YO0,A2F0WNTW3QQZYS,Ruth,0,0,5,1298505600,One of our favorites,"This is one of my son's favorite baby foods.  It does have a bit of sweetness, but not too sweet.  It's more runny than some of the other flavors, so we use a deeper spoon with this one, or add a little rice cereal to thicken it up.",one favorites,one son s favorite baby foods bit sweetness sweet s runny flavors use deeper spoon one add little rice cereal thicken,0.024390243902439025,1.0,0.047619047619047616,0.0,0.0,0.0,0.024390243902439025,1.0,0.047619047619047616
631,B000G6RYNE,A1IVFBJA9KAI1M,Shane Martin,2,3,4,1191369600,Tasty!,"The chips come in a large box with individually wrapped bags of chips. The bags are very strong - much thicker than, say, Lay's potato chip bags. Inside are very tasty kettle cooked chips, salted just right. Because these appear to be cooked in an actual kettle fashion, some are cooked more than others, which gives it a more authentic, non-manufactured feel. Some people may not like that.<br /><br />I reccomend them!",tasty,chips come large box individually wrapped bags chips bags strong much thicker say lay s potato chip bags inside tasty kettle cooked chips salted right appear cooked actual kettle fashion cooked others gives authentic nonmanufactured feel people may like thati reccomend,0.022727272727272728,1.0,0.044444444444444446,0.0,0.0,0.0,0.022727272727272728,1.0,0.044444444444444446
683,B000G6MBX2,A1UDFKEKTO70NX,Tiffany,1,1,4,1245110400,tasty,"These chips are perfect for snacking with or without salsa. The texture is brittle and thin, like other Plocky's chips.<br /><br />The only downside: the spice is minimal.",tasty,chips perfect snacking without salsa texture brittle thin like plocky s chipsthe downside spice minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,B000G6RYNE,A16S0NQ3MWJXFL,ObsidianGT,0,1,5,1291248000,"Delicious, what else did you expect?","Seriously, now. Tasty, tasty, tasty. Fresh, too!<br /><br />The only problem is that you have a pack of 24 and that can lend itself to wanting to make multiple trips to the cupboard for more helpings! Or, grabbing multiple bags to begin with. Pace yourself! I keep saying.<br /><br />You can't go wrong with these if you're a fan of the salt and vinegar classic flavor.<br /><br />2-ounce bags are about double the size of the kid's bags; about the same size as the ones in the small gas station racks. It's really a good size for an adult.<br /><br />It's a somewhat healthier snack than a typical bag of fried chips, but it has 300 calories per bag. Again, not too bad, but something to think about.<br /><br />Bottom-line: Delicious!",delicious else expect,seriously tasty tasty tasty fresh problem pack 24 lend wanting make multiple trips cupboard helpings grabbing multiple bags begin pace keep sayingyou ca nt go wrong re fan salt vinegar classic flavor2ounce bags double size kid s bags size ones small gas station racks s really good size adultit s somewhat healthier snack typical bag fried chips 300 calories per bag bad something think aboutbottomline delicious,0.015151515151515152,0.3333333333333333,0.028985507246376812,0.0,0.0,0.0,0.015151515151515152,0.3333333333333333,0.028985507246376812
366,B00437JI8Q,A4TLHOUT1PHTL,Alison,0,0,5,1346198400,Can't find anywhere else!,"My fiance loves these dark chocolate and nut granola bars and all the grocery stores around us don't carry them anymore!  Once again, Amazon came through and he couldn't be happier.",ca nt find anywhere else,fiance loves dark chocolate nut granola bars grocery stores around us nt carry anymore amazon came could nt happier,0.045454545454545456,0.2,0.07407407407407407,0.0,0.0,0.0,0.045454545454545456,0.2,0.07407407407407407
656,B002BCD2OG,A18TQ3KJY1J015,"P. Ernst ""4beanerboy""",8,8,5,1265241600,Great buy!,First time I've ever used Agave Nectar -- and it is great.  Keeps the blood sugar stable.  Great buy also!,great buy,first time ve ever used agave nectar great keeps blood sugar stable great buy also,0.1111111111111111,1.0,0.19999999999999998,0.058823529411764705,1.0,0.1111111111111111,0.1111111111111111,1.0,0.19999999999999998
657,B002BCD2OG,A1Q1AUJ3E43I8G,purple lotus,1,1,5,1288656000,excellent sweetner,"This sweetner is the best, it brings out the true flavors in what ever you add it to. And it has great health benefts.",excellent sweetner,sweetner best brings true flavors ever add great health benefts,0.07692307692307693,0.5,0.13333333333333336,0.0,0.0,0.0,0.07692307692307693,0.5,0.13333333333333336
530,B000G6RYNE,AY1EF0GOH80EK,Natasha Stryker,3,3,5,1327708800,Do not miss the salt!,"Someone brought these to a party we had last month and I didn't put them out because the buffet was full and didn't think anyone would like saltless potato chips.  Last week we had some friends over and these were all I had in the pantry so I put them out.  OH MY GOSH THEY ARE SO GOOD!  I was so wrong to think they would be bland; they are full of real potato flavor, wonderfully crisp and very fresh tasting.  I am here on amazon to buy a case, I only want to have these with dips.  Truly delicious!",miss salt,someone brought party last month nt put buffet full nt think anyone would like saltless potato chips last week friends pantry put oh gosh good wrong think would bland full real potato flavor wonderfully crisp fresh tasting amazon buy case want dips truly delicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,B000JEHAHS,AJ7Q49CTJ1BOC,24fan,4,4,5,1168473600,Great gag gift,Put this in my husbands stocking for Christmas and it was a hit.,great gag gift,put husbands stocking christmas hit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,B001GVISJC,A27TKQHFW0FB5N,Chet,2,2,5,1254355200,Great Gummi!,"These Albanese gummi bears and rings and so on are very good and tasty and high quality. The bears even have little faces. At my local candy store this type of gummi stuff (bears, rings, snakes, balls, worms, whatever) are about $10/lb. These twin packs of 4.5 or 5 pound bags is a screaming deal as far as I'm concerned. I'm probably 50 pounds deep in these friggin' things. Consumed!",great gummi,albanese gummi bears rings good tasty high quality bears even little faces local candy store type gummi stuff bears rings snakes balls worms whatever 10lb twin packs 45 5 pound bags screaming deal far m concerned m probably 50 pounds deep friggin things consumed,0.01282051282051282,0.5,0.025,0.0,0.0,0.0,0.01282051282051282,0.5,0.025
891,B000HDMUQ2,A1XKHPDL7JJBK5,"Pamela Garland ""celiac""",0,0,5,1206835200,Great bars for gluten-free diets!,"If you want a really good snack bar try these, they are healthy and taste as good as any granola bar, but without the gluten!! I buy these regularly.",great bars glutenfree diets,want really good snack bar try healthy taste good granola bar without gluten buy regularly,0.058823529411764705,0.25,0.09523809523809523,0.0,0.0,0.0,0.058823529411764705,0.25,0.09523809523809523
372,B002O3VHXU,A2129VQGGHR150,Carol C.,0,0,5,1313366400,My favorite,Green Mountain is my favorite brand. Nantucket is my favorite coffee from Green Mountain. Very smooth flavor. Not too strong and not too weak.,favorite,green mountain favorite brand nantucket favorite coffee green mountain smooth flavor strong weak,0.05,1.0,0.09523809523809523,0.0,0.0,0.0,0.05,1.0,0.09523809523809523
768,B009HINRX8,A2CAZG1CQ8BQI5,Patricia J. Nohalty,0,0,5,1337212800,Kona for Tassimo,Of all the coffee's available for Tassimo this Kona has the richest flavor and fantastic aroma by<br />far my favorite.,kona tassimo,coffee s available tassimo kona richest flavor fantastic aroma byfar favorite,0.18181818181818182,1.0,0.3076923076923077,0.0,0.0,0.0,0.09090909090909091,0.5,0.15384615384615385
457,B000G6RYNE,A13VD7TJDWVOEC,Deborah E. Bumpus,0,0,5,1258329600,Best Kettle Chips!,"As a professional potato chip muncher, I see these as thee very BEST on the market. Rich taste and flavor!! Almost impossible not to finish the entire bag.The true meaning of decadence!",best kettle chips,professional potato chip muncher see thee best market rich taste flavor almost impossible finish entire bagthe true meaning decadence,0.10526315789473684,0.6666666666666666,0.18181818181818182,0.0,0.0,0.0,0.05263157894736842,0.3333333333333333,0.09090909090909091
248,B007TFONH0,A10IFYN5U6X20R,onemagoo,0,0,5,1350172800,Best way to buy kcups,"Once you've tried some random sampler packs (and now are overloaded with decafs,extra bolds, or teas), this is a great way to get exactly the brands or style that you want.  Received the order in a couple of days and was exactly what I ordered.  This was my second order and I'll be ordering this item again.",best way buy kcups,ve tried random sampler packs overloaded decafs extra bolds teas great way get exactly brands style want received order couple days exactly ordered second order ll ordering item,0.03333333333333333,0.25,0.058823529411764705,0.0,0.0,0.0,0.03333333333333333,0.25,0.058823529411764705
612,B000G6RYNE,A1JBB01LAK69LV,Rubyred,1,1,4,1212105600,The chip with a kiss of salt,"These chips are delectably delicious. I am on a low sodium diet. I didn't have to give up totally something that I truely love to snack. These chips are bursting with flavor, and you can't really tell they are missing all that salt. There is just a kiss worth on a chip, but beleive me, it is a total makeout!!!",chip kiss salt,chips delectably delicious low sodium diet nt give totally something truely love snack chips bursting flavor ca nt really tell missing salt kiss worth chip beleive total makeout,0.1,1.0,0.18181818181818182,0.0,0.0,0.0,0.06666666666666667,0.6666666666666666,0.1212121212121212
706,B000G6MBX2,ACNON4BZACUUL,"mommyofchristopher ""mommyofchristopher""",0,0,5,1217030400,Delicious and additive,"Love these chips, and I don't even like black beans.  Very tasty.  Yum!!  Plus, good for you!",delicious additive,love chips nt even like black beans tasty yum plus good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,B001EQ4DVQ,A38FWXBFJX210N,Terri,0,0,5,1252713600,Great taste,"These are great for at work, just pop the instant bag in for a minute then make your coffee. This is the best tasting coffee. It's easy to make without a mess.",great taste,great work pop instant bag minute make coffee best tasting coffee s easy make without mess,0.1,1.0,0.18181818181818182,0.0,0.0,0.0,0.1,1.0,0.18181818181818182
